audio_path,Korean_transcript
st_set3_collectorgs212_speakergs2419_72_9.wav,요새는 에물또 마이 하지만 옛날에 우리 결혼할 때는 생각도 못핸니더
st_set3_collectorgs195_speakergs1557_11_10.wav,마다를 계속 관리해야지 안 그라면 금새 잡초가 자라가 엉망이 데요 
st_set3_collectorgs183_speakergs3567_104_8.wav,우리 며느리는 자식들 잘 챙기고 착해가 내가 얼마나 자랑을 하고 당긴다
st_set3_collectorgs183_speakergs3254_37_10.wav,배미에 물리만 병어네 가야지 덴장 거튼 거 마음대로 바르만 큰일 남니더
st_set3_collectorgs198_speakergs1477_67_8.wav,오늘 비 올 것 거트이꺼네 우산 챙겨가고 이자삐지 말고 단디 챙겨가 온나
st_set3_collectorgs233_speakergs4016_55_10.wav,시아바임께서 늗께까정 안 드러오만 홀빈해가 불 켜 놓고 밤새 기다리고 그랟씀니더
st_set3_collectorgs233_speakergs4016_66_9.wav,휴가 때만 되면 사람들이 여개 놀러와가 씨레기를 내삐리이꺼네 언선시럽따
st_set3_collectorgs184_speakergs1322_35_10.wav,돼지 머리 갖다 놓고 굿판 벌리만 동네 사람들 쭉 와서 와가 기겡도 하고 그랬습니다
st_set3_collectorgs219_speakergs3451_42_8.wav,태풍 때미네 바람이 씨게 부이꺼네 산사태가 날까봐 잠을 한 숨도 못 잔니더
st_set3_collectorgs183_speakergs3858_24_9.wav,새옷 입으니까 사람이 달라 보이는데 전부텀 내가 옷 좀 사 입으라고 안 하딘교
st_set3_collectorgs233_speakergs3074_94_7.wav,가스레인지에 불켜 놓은 걸 잊어버려서 음식을 모두 태울 뻔했어요
st_set3_collectorgs233_speakergs3719_35_8.wav,돼지머리 갖다 놓고 굿 판 벌리면 동네 사람들 쭉 외기 기경도 하고 그렇습니다
st_set3_collectorgs161_speakergs1899_101_7.wav,소도 사람처럼 잘 먹여야 근육이 붙고 힘도 생겨서 일을 잘하지요
st_set3_collectorgs198_speakergs2138_86_7.wav,모고 향을 피우면 화재 위험이 있으니 께네 모고장을 쳐놓고 주무시는 게 조아예
st_set3_collectorgs161_speakergs963_14_12.wav,치 별로 크지도 않으니까 양배추보다는 상추 같은 걸 숨구는 게 좋겠어요
st_set3_collectorgs233_speakergs2656_74_13.wav,지금 안개도 끼고 파도가 노파가 배가 만개 못 당긴다꼬 하 한데예
st_set3_collectorgs198_speakergs2076_75_8.wav,이웃이 좀 시끄러워도 사이가 불편해질까 봐 고마 참고 잘 사랐니더
st_set3_collectorgs213_speakergs3268_40_17.wav,콘세트를 그 어 콘센트에 콘트트를 너무 많이 꼬브만 불이 날 수 이 이처님께 정말 위험합니데
st_set3_collectorgs183_speakergs3254_27_10.wav,오랜만에 조캐를 보니꺼네 못 알아볼 정도로 훌쩍 커 버리꺄 깜짝 놀래떠네
st_set3_collectorgs212_speakergs2812_53_6.wav,지금 얼른 밥상부터 차릴 테니까네 배가 고프더라도 조금만 참으이소
st_set3_collectorgs212_speakergs2542_9_7.wav,겨으레 먹을 채소나 가일 같은 것은 오데 보관을 핻씀니껴
st_set3_collectorgs198_speakergs2076_83_7.wav,들어온 살짝 이 배치 가 무쳐 묵기도 하고 꼬치장 에 찍어 묵기도 해써예
st_set3_collectorgs183_speakergs2074_3_8.wav,비단을 왜 짜는지 그 과정을 한번 좀 말씀해 주시라니까
st_set3_collectorgs218_speakergs2350_102_10.wav,오까시믈 짜를 때는 미리 선을 끄어 놓아야 쪽바로 잘 짜를 수가 있어요
st_set3_collectorgs212_speakergs2121_43_6.wav,베를 짜다가 줄이 터졌삐믄 끊어진데를 마카 이사가 다시 짜야 합니데이
st_set3_collectorgs218_speakergs2350_18_15.wav,도루깨가 깨나 무거워가 허리에 다칠 수 이쓰니께 타작 할 때 살살 뚜디리래요
st_set3_collectorgs233_speakergs2139_88_12.wav,스님이 시주하는 오만 많이는 못 드려도 쌀을 쪼매 쯤 담아 드리고 그랜니더
st_set3_collectorgs184_speakergs1761_33_10.wav,애넘드리 쌀을 다 빼끄러 가 버리가 업쓰이꺼네 맨날 꽁당보리밥바께 몬 무걷찌로
st_set3_collectorgs164_speakergs1418_105_12.wav,배치 한 포기 키우는 거또 이러쿠럼 힘든디 어무이는 우예 평생 농사를 지꼬 사라쓸라
st_set3_collectorgs213_speakergs2568_71_10.wav,코피가 안멈치고 이리쿠롬 계속 나면 병원에 가야하는 거 아인교
st_set3_collectorgs212_speakergs2121_105_6.wav,배추 한 포기 키우는 것도 이러코럼 힘든데 어머니는 우예 평생 농사를 짓고 살았을라
st_set3_collectorgs233_speakergs2566_29_9.wav,추식 때 차례를 지내면서 조상한테 감사하다고 인사를 잘 해야 된데이
st_set3_collectorgs183_speakergs3858_47_9.wav,된장국 끼리고 호박밥 해가 양념장으로 비벼 무그믄 달싸칸 게 마신네예
st_set3_collectorgs195_speakergs1277_48_10.wav,올해는 날씨가 조아가 농사도 잘 됐고 바띠기도 팔고 하니까 기분 조읍니더
st_set3_collectorgs185_speakergs1602_8_8.wav,베틀로 옷을 만드러가 입으셛따 캔는데 옷 망그는 과정을 알레 주실랑교 
st_set3_collectorgs183_speakergs3671_107_8.wav,요새는 시월이 조타만 우리 클 때는 하고 싶은 것도 몬하고 골물이 많았어
st_set3_collectorgs185_speakergs1905_84_7.wav,어릴 때 학교는 몬 가고 풀 비러 가고 소 풀 미기러 댕기고 그랬니더
st_set3_collectorgs233_speakergs3573_19_8.wav,옛날에는 특별한 간식이 업쓰니께 옷수수깽이나 감자 같은 걸 먹고 그랟떼이
st_set3_collectorgs233_speakergs4414_5_9.wav,여유가 있는 사람들은 개와집 지을 때 보통 몇 칸짜리 집을 지얻씀니꺼
st_set3_collectorgs212_speakergs2345_71_8.wav,코피가 안 멈치고 이러쿠럼 계속 나면 병원에 가으봐 가봐야 되는 거 아닌교
st_set3_collectorgs219_speakergs3451_21_8.wav,지진이 일라만 어떡 책상 밑으로 들어가 멈출 때까징 지달려야 함니데이
st_set3_collectorgs212_speakergs2061_60_9.wav,일이 힘들어도 돈 버리가 손주들 용돈이라도 줄 수 이쓰니께 조치로
st_set3_collectorgs212_speakergs2542_109_10.wav,어무이 지금 차 타고 자아 나가라고 하는 디 혹시 읍내로 나가시면 태워 드릴게예
st_set3_collectorgs183_speakergs1458_13_11.wav,지사를 안 모실 것 가트만 못 모르지만 지사를 모실 것 같으면 정성을 다해서 모셔야 덴다 
st_set3_collectorgs161_speakergs1066_35_7.wav,대지머리에 갖다 놓고 굿판 벌리면 동네 사람들 쭉 와서 구경도 하고 그랬어요
st_set3_collectorgs212_speakergs2121_2_5.wav,수박은 큰 게 마씯따꼬 하는디 차매는 저근 게 맛있는교
st_set3_collectorgs198_speakergs2076_16_8.wav,산에 가서 조금만 댕겨 보면 지페이 만드는 좋은 나무가 천지뻬까림니더
st_set3_collectorgs198_speakergs2138_13_8.wav,지사를 안 모실 것 같으면 모리지만 지사를 모실 것 가트만 정성을 들여야 됨니더
st_set3_collectorgs185_speakergs2851_29_6.wav,추석 때 차례 지낼 때 조상한테 감사하다꼬 인사를 잘 해야 되는교
st_set3_collectorgs185_speakergs2084_31_6.wav,나이가 드니까 귀가 어두워져가 사람들이 무슨 말을 해도 잘 못 알아든네이데
st_set3_collectorgs183_speakergs2074_51_10.wav,우리 어무이는 솜씨가 조아가 옷도 잘 맹글고 음슥도 마깔나구로 했습니다
st_set3_collectorgs188_speakergs2855_40_7.wav,콘세트에 코드를 너무 많이 꼬부만 불이 날 수 있으니까 정말 위험합니데이
st_set3_collectorgs195_speakergs1352_82_7.wav,운동을 안 하만 좋은 약을 많이 묵어도 아무 소양이 없습니데이 
st_set3_collectorgs183_speakergs2986_0_8.wav,친정 동네하고 이 동네하고 차례 지낼 때 생 채리는 건 뭐가 다릅니까
st_set3_collectorgs213_speakergs3067_80_15.wav,보면 가시 하니께 대이 대이께네 배고파도 찬차히 드시는 기 드시는 기 조씁니대이
st_set3_collectorgs161_speakergs1599_100_8.wav,촌구석이라 젊은 사람은 아예 없고 전부 노인들만 있으니까 농사 짓기도 힘들어
st_set3_collectorgs161_speakergs963_55_9.wav,시아버님께서 늗께까정 안 들어오면 허전해서 불켜놓고 밤새 기다리고 그랬습니다
st_set3_collectorgs233_speakergs3865_0_10.wav,친정 동네하고 이 동네하고 차리 지낼 때 생 차리는 건 뭐가 다름니껴
st_set3_collectorgs164_speakergs1572_90_11.wav,우리 메느리는 농새 일을 잘 못 해도 청소 하나는 정강스럽기로 잘 한데이 
st_set3_collectorgs195_speakergs1352_37_10.wav,뱀에 물리면 병언에 가야지 덴장 거튼 걸 마음대로 바르면 큰일 남니더
st_set3_collectorgs183_speakergs3064_15_7.wav,옛날에는 혼자 심장 짐장을 했는데 요즘은 힘드러가 동네 사람들하고 같이 험니더
st_set3_collectorgs25_speakergs1706_89_12.wav,일을 잘할 수 이쓰만 지가 맡아서 하든지 아니믄 당신이 노가리는 하지 마라야지로
st_set3_collectorgs233_speakergs3921_80_10.wav,빨리 무그만 과식하게 되니까 배 고파도 천천히 드시는 게 조씀니더
st_set3_collectorgs233_speakergs2566_32_11.wav,시아버님께서 옷 차려 입고 나가시만 사람들이 가다재이라고 마이 말씀하심니더
st_set3_collectorgs195_speakergs1352_27_10.wav,오랜만에 조케를 보니께네 몬 알아볼 정도로 훌쩍 커 브리가 깜짝 놀랟데이
st_set3_collectorgs185_speakergs3207_52_6.wav,윤디를 화로에 올려 놓고 뜨거구로 달궈서 윤디질을 하지요
st_set3_collectorgs201_speakergs2453_20_8.wav,여기까지 오시느라 욕봤는데 시원한 냉수 한 잔 드시이소
st_set3_collectorgs233_speakergs3865_10_7.wav,어깨가 뻐근한 디 얼음 찜질 좀 하구로 냉장고에 얼음 좀 꺼내 오래
st_set3_collectorgs233_speakergs4169_37_8.wav,개미에 물리만 병원에 가야지 된장 같은 거 마음대로 바르면 큰일 납니더
st_set3_collectorgs187_speakergs3041_35_8.wav,돼지 머리 갖다 놓고 굳반 벌리만 동네 사람들이 쭉 와가 기갱도 하고 그랬습니다
st_set3_collectorgs25_speakergs207_105_9.wav,배추 한 포기 키우는데도 이러쿠럼 힘든디 어무이는 우예 평생 농사를 짓고 살았을까
st_set3_collectorgs233_speakergs2566_22_11.wav,요새 날씨가 가물어서 농새도 몬 짓고 계속 집에만 이쓰니꺼네 정말 답땀네
st_set3_collectorgs219_speakergs3264_69_7.wav,가족들이 해돋이 보면서 새해 다짐도 하고 소원도 빌고 올라꼬 하여
st_set3_collectorgs233_speakergs3074_3_5.wav,비단을 우예 짜는지 그 과정을 한번 좀 말씀해 주실람니까
st_set3_collectorgs161_speakergs1329_61_8.wav,이 구두 신은 신은 지 오 년이 지났으니까 금이 다 따라서 이제는 버려야겠다
st_set3_collectorgs233_speakergs3074_27_11.wav,오랜만에 조카를 보니까 못 알아볼 정도로 훌쩍 커버려서 깜짝 놀랐다
st_set3_collectorgs219_speakergs3007_22_9.wav,요새 날씨가 가물어서 농새도 몬 짓고 계속 집에만 이쓰이꺼네 정말 답땁네
st_set3_collectorgs184_speakergs1410_99_12.wav,옛날부터 조상꿈이나 대지꿈 꾸마 집에 돈 둘온다꼬 좋아했다
st_set3_collectorgs233_speakergs3573_92_7.wav,처음에는 형한테 화가 마이 난는디 이야기를 듣고 보이께 이해가 데더라고예 
st_set3_collectorgs185_speakergs2873_3_5.wav,비단은 우째 짜는지 그 과정을 한번 말해 주자요
st_set3_collectorgs233_speakergs3573_64_8.wav,담장은 납작한 돌삐를 가지고 쭉 이아 맹글기도 하는디 다 그렇지는 아님니더
st_set3_collectorgs183_speakergs3254_28_8.wav,수술비가 한두푼이 아닌디 갑자기 돈 이바구를 하만 어쩌라 말이고
st_set3_collectorgs183_speakergs1458_106_7.wav,비가 올 줄 모르고 세차를 하루종일 열심히 캔는데 완전히 헛수고핻데이
st_set3_collectorgs195_speakergs1466_8_23.wav,비틀로 옷을 만들어 아가 입 입을 쓴다고 캔는데 옷 핸거를 가정을 아래 주시렵니까
st_set3_collectorgs198_speakergs1477_22_9.wav,요시에 날씨가 가물어서 농새도 못 짓고 계속 집에만 읻쓰이꺼네 정말 답땁네
st_set3_collectorgs195_speakergs1277_14_11.wav,밭이 벨로 크지도 아느이꺼네 카배추보다는 상초 같은 걸 숨그는 게 조켄니더
st_set3_collectorgs233_speakergs3921_13_13.wav,지사를 안 모실 꺼 같으면 모리지만 지사를 모실 끄 같으면 정성을 드려야 데니다
st_set3_collectorgs233_speakergs2467_53_8.wav,지금 얼른 밥상부터 차릴 테니께 배가 고프더라도 조금만 차므이소
st_set3_collectorgs184_speakergs1538_31_8.wav,나이가 드니꺼네 귀까지 어두워지가 사람들이 무슨 말을 해도 잘 몬 아라듣겄니더
st_set3_collectorgs187_speakergs3041_13_9.wav,지사를 안 모실 것 같으면 모리지만 지사를 모실 것 같으면 정성을 드려야 되니더
st_set3_collectorgs185_speakergs3207_74_7.wav,지금 안개도 짙고 파도가 높아서 노파가 배도 못 댄다고 한디다
st_set3_collectorgs213_speakergs2568_94_11.wav,가스레인지에 불 켜놓은 걸 이저삐리서 음식을 마카 태울 뻔 핸니다이
st_set3_collectorgs185_speakergs4167_30_7.wav,등더리에 살미치 다 벧겨졌는데 연고를 바르니께 정말 희한하게 금방 까라안네
st_set3_collectorgs185_speakergs2007_42_8.wav,태풍 때 바람이 너무 세게 부니까 산태 날까 봐 겁이 나서 한숨도 못 잤다
st_set3_collectorgs183_speakergs3064_68_7.wav,여기는 촌구석이라 병원에 갈라꼬 하만 차를 타고 한참을 나가야 함니더
st_set3_collectorgs213_speakergs3067_72_10.wav,요새는 예물도 많이 하지만 옛날에 우리 결혼할 때에는 생각도 모탣임니더
st_set3_collectorgs27_speakergs260_90_7.wav,우리 메느리는 농사 일을 잘 못해도 청소 하나는 정갈스럽게 잘하니더
st_set3_collectorgs198_speakergs1264_60_7.wav,일이 힘들어도 돈 버리가 손주들 용돈이라도 줄 수 이쓰니께 조치로
st_set3_collectorgs185_speakergs1771_37_8.wav,배미에 물리면 병언에 가야지 된장 그 된 된장 간장 같은 거 마음대로 바르면 큰일 난데이
st_set3_collectorgs164_speakergs1418_50_8.wav,상랑하믄 쥐인하고 일꾼들이 음식도 농갈라 묵꼬 술도 마시고 그랟니더
st_set3_collectorgs200_speakergs2886_55_8.wav,시아바임께서 늗께꺼정 안 드러오만 헐비내가 불 켜 놓고 밤새 기다리고 그랜니더
st_set3_collectorgs161_speakergs963_85_7.wav,여름철에는 모든 음식을 잘 익혀서 먹고 물도 꼭 끓인 것만 드셔야 돼예
st_set3_collectorgs185_speakergs2007_19_9.wav,옛날에는 특별한 간식이 없으니까 옥수갱이나 감자 같은 걸 먹고 살았답니다
st_set3_collectorgs184_speakergs1322_51_9.wav,우리 어무이는 솜씨가 조아가 옷도 잘 맹글고 음식도 맏깔라그로 했습니다
st_set3_collectorgs198_speakergs1457_68_7.wav,여개는 총꾸수기라 빙언에 갈라꼬 하만 차를 타고 한참을 나가야 데니더
st_set3_collectorgs184_speakergs1410_46_10.wav,남자들은 농악도 하고 시름도 하고 여자들은 강강수월래 하민시로 놀았다 
st_set3_collectorgs25_speakergs2221_41_13.wav,자슥들 때문에 열심히 살앋는디 인자 자식들이 어려 어령크렁 날 날 챙겨줘 주니까네 고맙지로
st_set3_collectorgs233_speakergs3263_11_9.wav,마다를 계속 관리해야 돼 그런데 그라면 금새 잡초가 자래가지고 엉망이 돼요
st_set3_collectorgs185_speakergs3651_51_7.wav,우리 어무이는 솜씨가 조아가 옷도 잘 맨들고 음식도 맛깔나게 해씀니더
st_set3_collectorgs183_speakergs3745_71_6.wav,코피가 안 멈치고 이러쿠럼 계속 나만 병원에 가봐야 하는 거 아닌교
st_set3_collectorgs195_speakergs1320_12_8.wav,엣날에는 무글 것이 업쓰쓰꺼네 겨울에 골 고두름돔 마싯따꼬 따 묵꼬 그랫찌로
st_set3_collectorgs219_speakergs2652_26_7.wav,밀가미 너무 새그라워서 몬 먹겠는데 냉장고에 다른 가일 있으면 좀 내 올래
st_set3_collectorgs219_speakergs2399_69_9.wav,가족끼리 해돋이 보면서 새해 다짐도 하고 소원도 빌고 올라꼬 해요
st_set3_collectorgs204_speakergs2275_47_13.wav,된장국 끓이고 호박밥 해 갓 양념장으로 비빔 무으면 달삭한 게 마싯니더
st_set3_collectorgs213_speakergs3067_62_10.wav,날이 더우만 소금을 쪼깨 넣고 추우만 많이 넣 넣고 그래야 맛이 제대로 남니더
st_set3_collectorgs187_speakergs3336_82_6.wav,운동을 안 하면 좋은 좋은 약을 많이 무거도 아무 소용이 업씹니데이
st_set3_collectorgs233_speakergs4414_8_11.wav,비틀로 옷을 만들어가 이브셔따꼬캔는디 옷 맹그는 과정을 알려주실람니꺼
st_set3_collectorgs27_speakergs471_65_8.wav,여개는 전에 살던 데보다 시설도 좋고 애들 해꾜도 정말 가차바가 좋아해
st_set3_collectorgs183_speakergs4142_80_6.wav,빨리 묵으만 과식하게 데이꺼네 배고파도 찬차히 드시는 게 좋습니더
st_set3_collectorgs183_speakergs1458_82_7.wav,운동을 안 하면 좋은 약을 마이 무거도 아무 소용이 없습니다
st_set3_collectorgs233_speakergs2467_79_9.wav,돼지 잡을 때는 어른이 여럭 붙어야지 안 그러면 힘들어서 못 잡니더
st_set3_collectorgs184_speakergs1067_67_9.wav,오늘 비 올 것 가트니께네 우산 챙겨가꼬 이자 삐지 말고 단디 챙겨 가 엄마
st_set3_collectorgs187_speakergs3041_39_8.wav,닭을 달고통에 넣어두지 않으면 밤에 산짐승이 내려와가 물고 가 삐림니다
st_set3_collectorgs212_speakergs1976_81_9.wav,비가 마이 오만 축대 부텀 살피고 위험하다 시프만 버떡 집에서 나와야 함니더
st_set3_collectorgs25_speakergs207_109_9.wav,어무이 지금 차 타고 지 나가려고 하는디 혹시 읍내로 나가시면 태워 드릴끄예
st_set3_collectorgs195_speakergs1352_19_11.wav,옛날에는 특별한 간식이 업쓰이끼니 옥쑤수갱이나 잠자 것을 먹고 그랜니더
st_set3_collectorgs219_speakergs3264_93_8.wav,삼베는 하루 저녀기만 많이 짜는데 멩주는 촘촘해가 암만 짜도 많이 몬 짜예
st_set3_collectorgs213_speakergs3067_10_10.wav,어끼가 뻐그난디 얼음 뜸질 좀 하구로 냉장고에 얼음 좀 끄내 도래이
st_set3_collectorgs219_speakergs2399_18_9.wav,도루깨가 깨나 무거우이까 허리 다칠 수 이쓰이꺼네 타작 털 때 사살 뚜디리래이
st_set3_collectorgs219_speakergs2652_57_7.wav,올해는 날씨도 좋았고 비도 적당하고로 와가 밭농새가 정말 잘 된 패니라
st_set3_collectorgs233_speakergs4169_96_6.wav,혈압약을 시간 맞춰서 챙겨 드셔야지 안 그러면 효과가 업씸니데이
st_set3_collectorgs233_speakergs2287_64_10.wav,담장은 납딱한 돌비를 가지고 쭉 이어 맹글기도 하는디 다 그렇지는 아입니더
st_set3_collectorgs161_speakergs1599_16_6.wav,산에 가서 조금 다녀보면 지팡이 만들기 좋은 나무가 아주 많습니다
st_set3_collectorgs185_speakergs4167_41_7.wav,자슥뜰 때문에 열심히 살았는데 인자 자식들이 이러코롬 날 챙겨주니께 고맙지
st_set3_collectorgs233_speakergs4414_66_9.wav,휴가 때마 데만 사람들이 여개 놀러 와가 시레기를 내삐리까네 언선시럽다
st_set3_collectorgs185_speakergs2007_33_8.wav,애놈드리 쌀을 다 뺃드러 버려서 어 만날 꽁보리밥 먹고 살았다
st_set3_collectorgs212_speakergs2345_109_7.wav,엄마 지금 차 타고 자 나갈라 하는데 혹시 읍내에 나가시면 태워 드릴께예
st_set3_collectorgs225_speakergs1738_80_7.wav,빨리 무그만 과식하게 되이꺼네 배고파도 찬찬이 드시는 게 조으심니더
st_set3_collectorgs204_speakergs2275_25_13.wav,처음 시집 왔을 때 생선국을 보고 이거 비렁내가 나가 우예 먹을지 걱정핸니더
st_set3_collectorgs183_speakergs3858_41_10.wav,자식들 때문에 열심히 살았는데 인자 자식들이 이러쿠롬 날 챈겨주니께 고맙지요
st_set3_collectorgs188_speakergs1262_36_8.wav,너메 무씨 구디가 어딘지 아는 사람들은 다른 집 무시를 빼가기도 했지요
st_set3_collectorgs200_speakergs2886_24_8.wav,새옷 입으니꺼네 사람이 달라 비는디 전부터 내가 옷 좀 사 입으라고 안 하더나
st_set3_collectorgs212_speakergs2620_89_6.wav,일을 잘할 수 있으면 자기가 맡아서 하든지 아니면 당신이 노가리는 하지 말아야지 로
st_set3_collectorgs25_speakergs2221_101_12.wav,소도 사람 맨치로 잘 잘 매기야 근육도 붙고 힘도 생겨서 일을 잘 하지로
st_set3_collectorgs187_speakergs3041_101_8.wav,소도 사람 멘치로 잘 먹어야 근육도 굼꼬 힘도 생겨서 일도 잘하지로
st_set3_collectorgs233_speakergs2008_105_14.wav,"배치 한 포기 키우는 것도 이러쿠럼 힘든다 어머이는 우예 평생 농새를
 짓고 살았을라"
st_set3_collectorgs185_speakergs1905_25_9.wav,처음에 시집 왔을 때 에이 고깃국을 보고 이거 비렁내가 나가 우예 무글찌 걱정했습니다
st_set3_collectorgs195_speakergs1950_74_7.wav,지금 안개도 짙고 파도가 노파가 배가 만괴 몬 댕긴다고 하대요
st_set3_collectorgs195_speakergs1320_9_5.wav,겨울에 먹을 채소나 가일 같은 것은 오데 보관 했습니꺼 
st_set3_collectorgs25_speakergs207_73_9.wav,겨울에는 주우삼슥 안에 소캐뭉치를 넣고 꼬매가 입으
st_set3_collectorgs183_speakergs2986_30_9.wav,등어리에 살미치 다 벗겨졌었는데 연고를 바르니꺼네 희한하구로 금방 까라안네요
st_set3_collectorgs219_speakergs3451_80_6.wav,빨리 머그만 과식하게 데이꺼네 배고파도 차이 드시는 기 조씀니더이
st_set3_collectorgs195_speakergs1950_44_10.wav,동네에서 무슨 사고라도 생기면 생기만 사람 마을 사람들이 굿쟁이 불러가 굿하고 그래씁니데이
st_set3_collectorgs195_speakergs1277_66_11.wav,휴가 때만 되면 사람들이 여기에 놀러 와가 쓰레기를 내삐리꺼네 언선시렵다
st_set3_collectorgs25_speakergs1706_68_11.wav,여개는 촌구숙이라 빙언에 갈라꼬 하만 차를 타고 한참을 나가야 데니더
st_set3_collectorgs233_speakergs4414_64_10.wav,담장은 납따칸 돌삐를 가지고 쭉 이아 맹글기도 하는디 다 그렇지는 안니더
st_set3_collectorgs233_speakergs2656_92_14.wav,처음에는 형한테 화가 많이 났는데 난디 이야기를 듣다 보니꺼네 이해가 대더리꼬예
st_set3_collectorgs161_speakergs1329_10_8.wav,어깨가 뻐근한디 얼음 뜸질 좀 하구로 하구로 냉장고에 얼음 좀 꺼내 도래이
st_set3_collectorgs212_speakergs2121_77_7.wav,여기는 시골이라 교통이 좀 불패난디 공기도 깨꺼망게 겡치가 참 조아예
st_set3_collectorgs185_speakergs4167_0_6.wav,친정 동네하고 이 동네하고 차례 지낼 때 상 채리는 건 뭐가 다르니껴
st_set3_collectorgs185_speakergs2873_100_8.wav,촌 구식이라도 젊은 사람은 한부러 없고 전부 노인들만 있을 때는 농사 짓기 참 힘들어
st_set3_collectorgs164_speakergs1572_61_12.wav,구죽 신은 지 오년이 지나이께네 꾸비 다 딸가가 인자는 내삐리야걷따
st_set3_collectorgs161_speakergs1066_94_9.wav,가스렌지에 불 켜 나은 걸 깜빡 이저뿌이서 음식을 마카 태울 뻔핸니더
st_set3_collectorgs212_speakergs2812_67_7.wav,오늘 비 올 것 가트이까네 우산 챙겨 가고 이자삐리지 말고 단디 챙겨 온나
st_set3_collectorgs188_speakergs1262_7_8.wav,방에 가리떠카고 술을 차려 노아쓰니께 편하게 드시면서 말씀 나누이소
st_set3_collectorgs195_speakergs1277_7_9.wav,방에 가리떡하고 술을 차려 노아쓰니꺼네 편하게 드시면서 말씀 나누시소
st_set3_collectorgs185_speakergs2851_88_8.wav,손님이 시식하러 오면 많이는 못 들어서 살을 쪼매만 담아드리고 그랬습니다
st_set3_collectorgs233_speakergs4169_46_8.wav,남자들은 농악 농헙 농악 하고 시름도 하고 여자들은 강강수월래 하민서 노랐찌로
st_set3_collectorgs198_speakergs1457_92_8.wav,츠메는 형한테 화가 마이 나썯는디 이야기를 듣다 보이꺼네 이해가 데더라고예
st_set3_collectorgs185_speakergs2007_15_9.wav,옛날에는 혼자 진정을 했는데 요즘은 힘들어서 동네 사람들하고 같이 합니다
st_set3_collectorgs233_speakergs2566_7_9.wav,방에 가리떡하고 술을 차려 노앋쓰니껴네 편하게 드시면서 말씀 나누시소
st_set3_collectorgs212_speakergs2419_60_9.wav,일이 힘들어도 돈 버리가 손주들 용돈이라도 줄 수 이쓰니끼니 좋지요
st_set3_collectorgs213_speakergs2385_42_11.wav,태풍 때미네 바람이 세게 부이꺼네 산태태가 날까 봐 잠을 한숨도 못 잤다 아임니까
st_set3_collectorgs204_speakergs2275_79_12.wav,대시 잡을 때는 어른이 여럿 붙어야지 안 그라믄 힘드러가 몬 짬니더
st_set3_collectorgs187_speakergs3041_44_8.wav,동네에서 무신 사고라도 생기면 마을 사람들이 굳째이 볼라꼬 굿하고 그랟씸니더
st_set3_collectorgs187_speakergs3336_78_9.wav,시래기를 새이끼에 영카 영따서 말려놨다가 난중에 국 끼릴 때 여가 무그면 마시써예
st_set3_collectorgs233_speakergs2566_50_11.wav,상랑하만 주인하고 일꾼들이 음식도 농갈로 묵꼬 술도 마시고 그랜니더
st_set3_collectorgs212_speakergs2620_108_7.wav,전화를 하고 싶어 싶었는데 얘기하는 중간에 전화 하러 나오기가 어려워가 집에 전화 몬 핸니더
st_set3_collectorgs185_speakergs3207_2_6.wav,수박은 큰 게 맛있다고 하는데 차매는 작은 것이 더 맛있더라
st_set3_collectorgs219_speakergs2399_47_10.wav,덴장국 끼리고 호박밥 해가 양념장으로 비비 무면 달싹한 게 마싣니더 
st_set3_collectorgs201_speakergs2453_44_13.wav,동네에서 무슨 사고가 어 생기면 마을 사람들이 구쨍이 불러가 굿하고 그래씸니더
st_set3_collectorgs184_speakergs1761_83_8.wav,두릅은 살짜기 데쳐가 무쳐 먹기도 하고 고추장에 찍어 먹기도 해써예
st_set3_collectorgs27_speakergs260_31_9.wav,나이가 드니까 귀가 어두워져 가지고 사람들이 무슨 말을 해도 잘 모 알아 듣께니더
st_set3_collectorgs183_speakergs2034_58_14.wav,자슥뜰 서울에서 직장 댕기는데 바빠가 연락을 잘 모내도 잘 있지 안켄능교
st_set3_collectorgs219_speakergs2652_71_6.wav,코피가 안 멈치고 이러쿠럼 계속 나만 병원에 가봐야 하는 거 아인교
st_set3_collectorgs187_speakergs3336_23_8.wav,오랜만에 가족끼리 외식 한번 하자고 하는데 그것도 못하면 우야까나
st_set3_collectorgs184_speakergs1157_61_11.wav,이 구죽 신은 지 5년이 지내니이꺼네 굽이 다 끌그인가 인자는 내삐리걷따
st_set3_collectorgs164_speakergs1418_101_10.wav,소도 사람맨치로 잘 먹이야 근육도 붓고 심도 생겨서 일을 잘 하지로
st_set3_collectorgs212_speakergs2121_51_6.wav,우리 어무이는 솜씨가 조아가 옷도 잘 맹글고 음식도 잘 마깔나구로 했습니다.
st_set3_collectorgs219_speakergs3007_83_7.wav,드르븐 살째기 대처가 무쳐 무끼도 하고 꼬치장에 찍어 무끼도 해써예
st_set3_collectorgs233_speakergs3573_33_9.wav,애넘들이 살을 다 빼끄러 가 버리 삐리서 업쓰니께 만날 꽁당보리밥빠께 몬 묵찌요
st_set3_collectorgs213_speakergs3268_44_15.wav,동네에서 무신 사고나도 샌기마 마을 사람들이 굿쟁이 불러가 굿하고 그래심니데이
st_set3_collectorgs198_speakergs2076_67_8.wav,"오늘 비 올 것 가트니께네
 우산 챙겨갖고 이자뿌리지 말고 단디 챙겨 온나"
